"chw" "aggregate_count" "aggregate_percent" "chw2" "total_count" "total_percent"
"143" "89fda0284e008d2e0c980fb13f979bb8" 3 0.00890207715133531 "89fda0284e008d2e0c980fb13f979bb8" 0 0
"144" "89fda0284e008d2e0c980fb13f9597bc" 37 0.0889423076923077 "89fda0284e008d2e0c980fb13f9597bc" 0 0
"145" "89fda0284e008d2e0c980fb13f967b9f" 1 0.003690036900369 "89fda0284e008d2e0c980fb13f967b9f" 0 0
"146" "89fda0284e008d2e0c980fb13f9a6d98" 0 0 "89fda0284e008d2e0c980fb13f9a6d98" 0 0
"147" "89fda0284e008d2e0c980fb13f9aa5ec" 6 0.0124740124740125 "89fda0284e008d2e0c980fb13f9aa5ec" 1 0.0136986301369863
"148" "89fda0284e008d2e0c980fb13f997d88" 17 0.0408653846153846 "89fda0284e008d2e0c980fb13f997d88" 1 0.0136986301369863
"149" "70c6ba6f55ed21716fe725c214692ffd" 6 0.0171919770773639 "70c6ba6f55ed21716fe725c214692ffd" 0 0
"150" "89fda0284e008d2e0c980fb13f992222" 5 0.00912408759124088 "89fda0284e008d2e0c980fb13f992222" 0 0
"151" "89fda0284e008d2e0c980fb13f99c940" 3 0.00882352941176471 "89fda0284e008d2e0c980fb13f99c940" 0 0
"152" "89fda0284e008d2e0c980fb13f987d0e" 7 0.0127737226277372 "89fda0284e008d2e0c980fb13f987d0e" 1 0.0136986301369863
"153" "89fda0284e008d2e0c980fb13f976d3e" 16 0.0599250936329588 "89fda0284e008d2e0c980fb13f976d3e" 1 0.0136986301369863
"154" "70c6ba6f55ed21716fe725c214694428" 4 0.00836820083682008 "70c6ba6f55ed21716fe725c214694428" 0 0
"155" "70c6ba6f55ed21716fe725c21469a1e0" 8 0.016597510373444 "70c6ba6f55ed21716fe725c21469a1e0" 0 0
"156" "70c6ba6f55ed21716fe725c214694627" 5 0.014792899408284 "70c6ba6f55ed21716fe725c214694627" 0 0
"157" "89fda0284e008d2e0c980fb13f9b19cd" 2 0.00980392156862745 "89fda0284e008d2e0c980fb13f9b19cd" 0 0
"158" "89fda0284e008d2e0c980fb13f94f406" 9 0.0164233576642336 "89fda0284e008d2e0c980fb13f94f406" 0 0
"159" "89fda0284e008d2e0c980fb13f9a6a78" 12 0.0288461538461538 "89fda0284e008d2e0c980fb13f9a6a78" 3 0.0410958904109589
"160" "89fda0284e008d2e0c980fb13f97478a" 21 0.0504807692307692 "89fda0284e008d2e0c980fb13f97478a" 0 0
"161" "70c6ba6f55ed21716fe725c21469d627" 5 0.0121951219512195 "70c6ba6f55ed21716fe725c21469d627" 0 0
"162" "89fda0284e008d2e0c980fb13f950883" 0 0 "89fda0284e008d2e0c980fb13f950883" 0 0
"163" "89fda0284e008d2e0c980fb13f952278" 35 0.0862068965517241 "89fda0284e008d2e0c980fb13f952278" 1 0.0136986301369863
"164" "89fda0284e008d2e0c980fb13f9b1c77" 15 0.0273722627737226 "89fda0284e008d2e0c980fb13f9b1c77" 1 0.0136986301369863
"165" "89fda0284e008d2e0c980fb13f976515" 2 0.00732600732600733 "89fda0284e008d2e0c980fb13f976515" 0 0
"166" "89fda0284e008d2e0c980fb13f98317d" 31 0.0565693430656934 "89fda0284e008d2e0c980fb13f98317d" 2 0.0273972602739726
"167" "89fda0284e008d2e0c980fb13f98b956" 34 0.0705394190871369 "89fda0284e008d2e0c980fb13f98b956" 4 0.0547945205479452
"168" "89fda0284e008d2e0c980fb13f97540b" 0 0 "89fda0284e008d2e0c980fb13f97540b" 0 0
"169" "89fda0284e008d2e0c980fb13f9866e8" 25 0.0456204379562044 "89fda0284e008d2e0c980fb13f9866e8" 4 0.0547945205479452
"170" "89fda0284e008d2e0c980fb13f96f087" 2 0.00583090379008746 "89fda0284e008d2e0c980fb13f96f087" 0 0
"171" "89fda0284e008d2e0c980fb13f97ae9f" 1 0.00240963855421687 "89fda0284e008d2e0c980fb13f97ae9f" 0 0
"172" "89fda0284e008d2e0c980fb13f985425" 6 0.0124740124740125 "89fda0284e008d2e0c980fb13f985425" 0 0
"173" "89fda0284e008d2e0c980fb13f96c45a" 9 0.0186721991701245 "89fda0284e008d2e0c980fb13f96c45a" 1 0.0136986301369863
"174" "89fda0284e008d2e0c980fb13f954d49" 11 0.0401459854014599 "89fda0284e008d2e0c980fb13f954d49" 0 0
"175" "89fda0284e008d2e0c980fb13f976b14" 0 0 "89fda0284e008d2e0c980fb13f976b14" 0 0
"176" "89fda0284e008d2e0c980fb13f97fc0a" 22 0.0532687651331719 "89fda0284e008d2e0c980fb13f97fc0a" 0 0
"177" "70c6ba6f55ed21716fe725c21469ace7" 7 0.0199430199430199 "70c6ba6f55ed21716fe725c21469ace7" 0 0
"178" "89fda0284e008d2e0c980fb13f95ad0e" 0 0 "89fda0284e008d2e0c980fb13f95ad0e" 0 0
"179" "89fda0284e008d2e0c980fb13f99f90d" 10 0.020703933747412 "89fda0284e008d2e0c980fb13f99f90d" 0 0
"180" "89fda0284e008d2e0c980fb13f98af77" 51 0.105590062111801 "89fda0284e008d2e0c980fb13f98af77" 4 0.0547945205479452
"181" "89fda0284e008d2e0c980fb13f958016" 23 0.0830324909747292 "89fda0284e008d2e0c980fb13f958016" 1 0.0136986301369863
"182" "89fda0284e008d2e0c980fb13f9a68f3" 9 0.0218978102189781 "89fda0284e008d2e0c980fb13f9a68f3" 2 0.0273972602739726
"183" "89fda0284e008d2e0c980fb13f95205a" 8 0.0194647201946472 "89fda0284e008d2e0c980fb13f95205a" 0 0
"184" "89fda0284e008d2e0c980fb13f97031c" 14 0.0693069306930693 "89fda0284e008d2e0c980fb13f97031c" 0 0
"185" "89fda0284e008d2e0c980fb13f95623e" 16 0.0331262939958592 "89fda0284e008d2e0c980fb13f95623e" 3 0.0410958904109589
"186" "89fda0284e008d2e0c980fb13f998a68" 2 0.0041407867494824 "89fda0284e008d2e0c980fb13f998a68" 0 0
"187" "89fda0284e008d2e0c980fb13f95a0fb" 1 0.00364963503649635 "89fda0284e008d2e0c980fb13f95a0fb" 0 0
"188" "89fda0284e008d2e0c980fb13f98d506" 10 0.020703933747412 "89fda0284e008d2e0c980fb13f98d506" 1 0.0136986301369863
"189" "89fda0284e008d2e0c980fb13f98ed57" 35 0.072463768115942 "89fda0284e008d2e0c980fb13f98ed57" 1 0.0136986301369863
"190" "89fda0284e008d2e0c980fb13f9692b3" 6 0.0145278450363196 "89fda0284e008d2e0c980fb13f9692b3" 0 0
"191" "89fda0284e008d2e0c980fb13f98d9d7" 15 0.0433526011560694 "89fda0284e008d2e0c980fb13f98d9d7" 1 0.0136986301369863
"192" "89fda0284e008d2e0c980fb13f96114d" 2 0.00985221674876847 "89fda0284e008d2e0c980fb13f96114d" 0 0
"193" "89fda0284e008d2e0c980fb13f9849f8" 12 0.0437956204379562 "89fda0284e008d2e0c980fb13f9849f8" 0 0
"194" "89fda0284e008d2e0c980fb13f9a9d0f" 0 0 "89fda0284e008d2e0c980fb13f9a9d0f" 0 0
"195" "89fda0284e008d2e0c980fb13f98abea" 30 0.0726392251815981 "89fda0284e008d2e0c980fb13f98abea" 3 0.0410958904109589
"196" "89fda0284e008d2e0c980fb13f98c6e0" 2 0.00581395348837209 "89fda0284e008d2e0c980fb13f98c6e0" 0 0
"197" "89fda0284e008d2e0c980fb13f9ab153" 9 0.136363636363636 "89fda0284e008d2e0c980fb13f9ab153" 0 0
"198" "89fda0284e008d2e0c980fb13f98a6d5" 13 0.0311750599520384 "89fda0284e008d2e0c980fb13f98a6d5" 1 0.0136986301369863
"199" "89fda0284e008d2e0c980fb13f955cb1" 0 0 "89fda0284e008d2e0c980fb13f955cb1" 0 0
"200" "89fda0284e008d2e0c980fb13f96a8a3" 0 0 "89fda0284e008d2e0c980fb13f96a8a3" 0 0
"201" "89fda0284e008d2e0c980fb13f96cf64" 0 0 "89fda0284e008d2e0c980fb13f96cf64" 0 0
"202" "89fda0284e008d2e0c980fb13f990df9" 0 0 "89fda0284e008d2e0c980fb13f990df9" 0 0
"203" "fcd13ae716841026ee760704bb0d7ba4" 0 0 "fcd13ae716841026ee760704bb0d7ba4" 0 0
"204" "70c6ba6f55ed21716fe725c2146982df" 7 0.0251798561151079 "70c6ba6f55ed21716fe725c2146982df" 2 0.0273972602739726
"205" "89fda0284e008d2e0c980fb13f9ae796" 25 0.0599520383693046 "89fda0284e008d2e0c980fb13f9ae796" 2 0.0273972602739726
